Track ID,Name,Artist,Genre,Total Time,Location,Play Count,Column1,Column2,Column3
1824,New Horizons,Shook,,259,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Shook%20-%20Spectrum%20(2014)/04%20-%20New%20Horizons.mp3,167,,,
1795,Passing By,Zero 7,Downtempo,293,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Zero%207%20-%20When%20It%20Falls%20(2004)/04%20Passing%20By.mp3,166,,,
1831,In Bloom,Shook,,259,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Shook%20-%20Spectrum%20(2014)/01%20-%20In%20Bloom.mp3,162,,,
1794,Somersault,Zero 7,Downtempo,419,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Zero%207%20-%20When%20It%20Falls%20(2004)/03%20Somersault.mp3,133,,,
1912,Lost In The Evening feat. Gary Jules,Equal,Indie pop,275,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/Equal%20-%20Lost%20In%20The%20Evening%20Feat.%20Gary%20Jules%20[mp3clan].mp3,131,,,
1787,The Space Between,Zero 7,Downtempo,363,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Zero%207%20-%20When%20It%20Falls%20(2004)/07%20The%20Space%20Between.mp3,123,,,
2120,Level Bounce,zircon,,228,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Electro/Zircon%20-%20Level%20Bounce%20[mp3clan].mp3,108,,,
1828,Time Runners,Shook,,261,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Shook%20-%20Spectrum%20(2014)/08%20-%20Time%20Runners.mp3,101,,,
1966,Without Your Love,Home State,Поп-музыка,227,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/Home%20State%20-%20Without%20Your%20Love%20(original%20Mix)%20[mp3clan].mp3,100,,,
2106,Feel Your Love,Falqo,,207,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Electro/Feel%20Your%20Love.mp3,100,,,
1830,Milestones,Shook,,506,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Shook%20-%20Spectrum%20(2014)/10%20-%20Milestones.mp3,99,,,
1792,Warm Sound,Zero 7,Dance And Electronica,332,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Zero%207%20-%20When%20It%20Falls%20(2004)/01%20Warm%20Sound.mp3,99,,,
2144,Feel Your Love,Falqo,,207,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Good%20Anaheim%20Vibes/Feel%20Your%20Love.mp3,99,,,
1793,Home,Zero 7,Downtempo,278,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Zero%207%20-%20When%20It%20Falls%20(2004)/02%20Home.mp3,96,,,
1981,Pace — Through Your Fingers,,,152,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/Pace%20%E2%80%94%20Through%20Your%20Fingers.flac,93,,,
1797,When It Falls,Zero 7,Downtempo,332,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Zero%207%20-%20When%20It%20Falls%20(2004)/06%20When%20It%20Falls.mp3,92,,,
1737,Reaktion,Carbon Based Lifeforms,Instrumental,354,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/Carbon%20Based%20Lifeforms%20-%20Reaktion%20[mp3clan.com].mp3,90,,,
2104,Reaktion,Carbon Based Lifeforms,Instrumental,354,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Electro/Carbon%20Based%20Lifeforms%20-%20Reaktion%20[mp3clan.com].mp3,90,,,
1788,Speed Dial No. 2,Zero 7,Downtempo,231,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Zero%207%20-%20When%20It%20Falls%20(2004)/08%20Speed%20Dial%20N%C2%B0%202.mp3,84,,,
1100,Talisman,Air,Electronica/Dance,256,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/Air%20-%20Talisman%20[mp3clan.com].mp3,83,,,
1748,Blumenwiese Neben Autobahn,Ulrich Schnauss,,392,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/Ulrich%20Schnauss%20-%20Blumenwiese%20Neben%20Autobahn%20[mp3clan.com].mp3,82,,,
1802,Inaminute,Zero 7,Downtempo,291,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Zero%207%20-%20The%20Garden%20[JPN]%20(2006)/14%20Inaminute.mp3,81,,,
947,Gettin' Live,GRiZ,Electronic,448,file://localhost/C:/Users/theplaineric/Desktop/Misc/Airband%20Mix/01%20Gettin_%20Live.mp3,80,,,
986,Gettin' Live,GRiZ,Electronic,448,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Rebel%20Era/01%20Gettin_%20Live.mp3,80,,,
170,Gettin' Live,GRiZ,Electronic,204,file://localhost/C:/Users/theplaineric/Desktop/Misc/Airband%20Mix/damnsonneedsediting.mp3,80,,,
160,Gettin' Live,GRiZ,Electronic,192,file://localhost/C:/Users/theplaineric/Desktop/Misc/Airband%20Mix/SeniorsAnthem.mp3,80,,,
76,Gettin' Live,GRiZ,Electronic,44,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/trailermusic.mp3,80,,,
1955,Work Life Imbalance,C418,,209,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Dief/C418%20-%20Work%20Life%20Imbalance%20[mp3clan].mp3,78,,,
2112,Float (TheFatRat Remix),Pacific Air,Electro House,259,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Electro/Pacific%20Air%20-%20Float%20(thefatrat%20Remix)%20[mp3clan].mp3,77,,,
1914,CAPYAC - Cloud,,,236,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/CAPYAC%20-%20Cloud.mp3,77,,,
1577,Before I Go ft. Leo Napier,GRiZ,,427,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Before_I_Go_ft._Leo_Napier.mp3,76,,,
2696,Feelin' Fine,GRiZ,Breakbeat / Funk / Dubstep / Glitch,264,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/GRiZ%20-%20Good%20Will%20Prevail%20-%202016%20(320%20kbps)/06.%20Feelin'%20Fine.mp3,76,,,
1790,In Time,Zero 7,Downtempo,299,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Zero%207%20-%20When%20It%20Falls%20(2004)/10%20In%20Time.mp3,75,,,
1786,"씨스루 (Feat. Zion.T, 개코 Of 다이나믹듀오)",프라이머리,Rap / Hip-hop,213,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/%ED%94%84%EB%9D%BC%EC%9D%B4%EB%A8%B8%EB%A6%AC-%EC%94%A8%EC%8A%A4%EB%A3%A8_Feat_Zion_T_%EA%B0%9C%EC%BD%94_Of_%EB%8B%A4%EC%9D%B4%EB%82%98%EB%AF%B9%EB%93%80%EC%98%A4_.mp3,74,,,
1913,SACRE,,,207,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/SACRE.mp3,74,,,
1967,Farr_-Down_,,,173,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/Farr_-Down_.mp3,74,,,
1747,La Femme D'Argent,Air,-254,433,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/Air%20-%20La%20Femme%20D'Argent%20[mp3clan.com].mp3,72,,,
171,Spinning,Zero 7,Quango Records,363,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Simple%20Things/14-Spinning.mp3,72,,,
1822,Lisztomania,Shook,,301,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Phoenix%20-%20Lisztomania%20(Shook%20Remix)_master_1oktober.mp3,72,,,
1971,Fly (fkj Remix) [mp3clan],June Marieezy,,252,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/June%20Marieezy%20-%20Fly%20(fkj%20Remix)%20[mp3clan].mp3,72,,,
1102,Unspoken,AM Architect,,227,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/AM%20Architect%20-%20Unspoken%20[mp3clan.com].mp3,71,,,
1774,Electric,The Inner Banks,Indie,236,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/The%20Inner%20Banks%20-%20Electric%20[mp3clan.com].mp3,70,,,
1099,Alone In Kyoto,Air,Electronic,293,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/Air%20-%20Alone%20In%20Kyoto%20[mp3clan.com].mp3,68,,,
1789,Look Up,Zero 7,Downtempo,359,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Zero%207%20-%20When%20It%20Falls%20(2004)/09%20Look%20Up.mp3,67,,,
1972,Unstoppable (fkj Remix) [mp3clan],Lianne La Havas,,316,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/Lianne%20La%20Havas%20-%20Unstoppable%20(fkj%20Remix)%20[mp3clan].mp3,66,,,
1915,Daydreamer (ft. Le Real),ConsciousThoughts,,267,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/ConsciousThoughts%20-%20Daydreamer%20(ft.%20Le%20Real).mp3,66,,,
2175,Daydreamer (ft. Le Real),ConsciousThoughts,,267,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Virtual%20Riot/ConsciousThoughts%20-%20Daydreamer%20(ft.%20Le%20Real).mp3,66,,,
1932,Nights (younker Remix) [mp3clan],Libano ,,254,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/Libano%20%20-%20Nights%20(younker%20Remix)%20[mp3clan].mp3,65,,,
2163,As We Proceed,GRiZMATiK,Future Funk,260,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Grizmatik%20-%20As%20We%20Proceed.mp3,64,,,
1927,Stay Lost (ft. Amber Simone),Joe Hertz,Electronic,230,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/Joe%20Hertz%20-%20Stay%20Lost%20(ft.%20Amber%20Simone)%20[mp3clan].mp3,64,,,
1853,Hayling,FC Kahuna,,409,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/FC%20Kahuna%20-%20Hayling%20[mp3clan.com].mp3,63,,,
1741,Destiny,Zero 7,Quango Records,337,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/03-Destiny.mp3,62,,,
1108,Undiscovered Colors,The Flashbulb,,257,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/The%20Flashbulb%20-%20Undiscovered%20Colors%20[mp3clan.com].mp3,61,,,
1928,Night and Day,Allure,,246,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/Allure%20-%20Night%20And%20Day%20%20%20%20OFFICIAL.mp3,60,,,
1840,Tonight,Shook,,232,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Shook%20(Album%20ALMOST%20SOLD%20OUT)/01%20Shook%20-%20Tonight.mp3,60,,,
1791,Morning Song,Zero 7,Downtempo,390,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Zero%207%20-%20When%20It%20Falls%20(2004)/11%20Morning%20Song.mp3,59,,,
1841,Keys Of Light,Shook,,218,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Shook%20(Album%20ALMOST%20SOLD%20OUT)/02%20Shook%20-%20Keys%20Of%20Light.mp3,59,,,
2204,Angel (솔라 & 휘인),마마무,Ballad,212,file://localhost/C:/Users/theplaineric/Desktop/GsD%20Videos/Mamamoo/Music%20Downloads/Angel%20(%EC%86%94%EB%9D%BC%20&%20%ED%9C%98%EC%9D%B8).mp3,59,,,
1097,Sometimes the Truth Don't Rhyme,GRiZ,,205,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Chasing%20the%20Golden%20Hour/08%20Sometimes%20the%20Truth%20Don_t%20Rhyme.mp3,59,,,
52,Shady Business [mp3clan.com],Mr.Nagasaki,,324,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Mr.Nagasaki%20-%20Shady%20Business%20[mp3clan.com].mp3,58,,,
1740,Give It Away,Zero 7,Electronic,307,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/Zero%207%20-%20Give%20It%20Away%20[mp3clan.com].mp3,58,,,
955,Take It High (feat. Ivan Neville),GRiZ,Electronic,248,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/GRiZ%20-%20Take%20It%20High%20(feat.%20Ivan%20Neville)%20[mp3clan.com].mp3,58,,,
2698,"What We've Become (Feat. Cory Enemy, Natalola)",GRiZ,Breakbeat / Funk / Dubstep / Glitch,252,"file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/GRiZ%20-%20Good%20Will%20Prevail%20-%202016%20(320%20kbps)/08.%20What%20We've%20Become%20(Feat.%20Cory%20Enemy,%20Natalola).mp3",57,,,
1832,Vision,Shook,,201,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Shook%20-%20Spectrum%20(2014)/02%20-%20Vision.mp3,57,,,
1969,Lying Together [mp3clan],Fkj,,268,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/Fkj%20-%20Lying%20Together%20[mp3clan].mp3,56,,,
1911,Who [mp3clan],Prep,,264,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Prep%20-%20Who%20[mp3clan].mp3,56,,,
2152,Get Down,Teminite,Moombahcore,283,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Good%20Anaheim%20Vibes/Teminite%20-%20Get%20Down%20(320).mp3.mp3%20[mp3clan].mp3,55,,,
2183,Get Down,Teminite,Moombahcore,283,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Virtual%20Riot/Teminite%20-%20Get%20Down%20(320).mp3.mp3%20[mp3clan].mp3,55,,,
1389,Traveling at the Speed of Light,Joywave,Alternative,453,file://localhost/C:/Users/theplaineric/Desktop/GsD%20Videos/Joywave-Traveling_at_the_Speed_of_Light%20(2).mp3,54,,,
1833,Violet Hues,Shook,,374,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Shook%20-%20Spectrum%20(2014)/03%20-%20Violet%20Hues.mp3,54,,,
1101,Albatross,AM Architect,,365,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/AM%20Architect%20-%20Albatross%20[mp3clan.com].mp3,54,,,
1940,Daft Punk - Get Lucky,Vanderway Edit,,277,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/DF_SNL_116%20XI.mp3,54,,,
1974,Pretty Thoughts (FKJ Remix),Alina Baraz & Galimatias,Электроника,276,"file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/Alina%20Baraz,%20Galimatias%20-%20Pretty%20Thoughts%20(fkj%20Remix)%20[mp3clan].mp3",54,,,
1743,In The Waiting Line,Zero 7,Quango Records,272,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/08-In%20The%20Waiting%20Line.mp3,54,,,
2154,Night Drive,Teminite,Melodic Complextro,261,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Good%20Anaheim%20Vibes/Teminite%20-%20Night%20Drive%20(320).mp3.mp3%20[mp3clan].mp3,54,,,
2185,Night Drive,Teminite,Melodic Complextro,261,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Virtual%20Riot/Teminite%20-%20Night%20Drive%20(320).mp3.mp3%20[mp3clan].mp3,54,,,
51,Shady Business (Original Mix),Mr. Nagasaki,Electro House,342,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Mr.%20Nagasaki%20-%20Shady%20Business%20(Original%20Mix)%20[mp3clan.com].mp3,53,,,
1734,All I Need,Air,,253,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/Air-All_I_Need.mp3,53,,,
579,Feels Like Im Falling In Love ft_ PAZ (Original Mix),Our Time,Electronic,227,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Our_Time--Midnight-WEB-2016-WUS/03-our_time--feels_like_im_falling_in_love_ft_paz_(original_mix)-wus.mp3,52,,,
1975,Selah Sue - Alone (FKJ Remix),FKJ,,222,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/Selah%20Sue%20-%20Alone%20(fkj%20Remix)%20[mp3clan].mp3,52,,,
386,Timeless,PrototypeRaptor,,342,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Prototype%20Raptor/PrototypeRaptor%20-%20Timeless%20(Original%20Mix)%20[mp3clan.com].mp3,51,,,
1744,Out Of Town,Zero 7,Quango Records,287,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/09-Out%20Of%20Town.mp3,51,,,
1926,Miss You (Glenn Dale's Rework)(1),The Rolling Stones,,552,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/The%20Rolling%20Stones%20-%20Miss%20You%20(Glenn%20Dale's%20Rework)(1).wav,50,,,
1733,ID,Kygo,,290,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/Kygo%20-%20ID%20(Ultra%20Music%20Festival%202015%20Official%20Anthem)%20[mp3clan.com].mp3,50,,,
2149,Aspiration,Teminite,Melodic Midtempo,266,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Good%20Anaheim%20Vibes/Teminite%20-%20Aspiration%20(320).mp3.mp3%20[mp3clan].mp3,50,,,
2180,Aspiration,Teminite,Melodic Midtempo,266,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Virtual%20Riot/Teminite%20-%20Aspiration%20(320).mp3.mp3%20[mp3clan].mp3,50,,,
1968,Falqo - Someday (feat. Wild & Free),,,216,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/Falqo%20-%20Someday%20(feat.%20Wild%20&%20Free).mp3,50,,,
1936,Rhythm Of the Night (Hotel Garuda Remix Ft. AObeats),Corona,,245,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/Corona%20-%20Rhythm%20Of%20The%20Night%20(hotel%20Garuda%20Remix%20Ft.%20Aobeats)%20[mp3clan].mp3,49,,,
1970,Drops,FKJ feat. Tom Bailey,,241,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/FKJ%20feat.%20Tom%20Bailey_Drops.mp3,49,,,
1804,Futures,Zero 7,Downtempo,231,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Zero%207%20-%20The%20Garden%20[JPN]%20(2006)/01%20Futures.mp3,49,,,
1455,Girl Crush,마마무 (MAMAMOO),R&B / Soul,188,file://localhost/C:/Users/theplaineric/Desktop/GsD%20Videos/Mamamoo/Music%20Downloads/MAMAMOO%20-%20Melting%20[www.k2nblog.com]/12.%20Girl%20Crush.mp3,49,,,
1735,Euphotic,Carbon Based Lifeforms,,458,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/Carbon%20Based%20Lifeforms%20-%20Euphotic%20[mp3clan.com].mp3,48,,,
943,A Fine Way To Die (GRiZ Remix),GRiZ,Electronic,438,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/A%20Fine%20Way%20To%20Die%20(GRiZ%20remix).mp3,48,,,
2694,"I Don't Mind (Feat. SunSquabi, Artifakts, iDa HAWK)",GRiZ,Breakbeat / Funk / Dubstep / Glitch,276,"file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/GRiZ%20-%20Good%20Will%20Prevail%20-%202016%20(320%20kbps)/04.%20I%20Don't%20Mind%20(Feat.%20SunSquabi,%20Artifakts,%20iDa%20HAWK).mp3",48,,,
1719,Highscore,Teminite & Panda Eyes,,259,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Electro/Teminite%20&%20Panda%20Eyes%20-%20Highscore.mp3,48,,,
2148,Highscore,Teminite & Panda Eyes,,259,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Good%20Anaheim%20Vibes/Teminite%20&%20Panda%20Eyes%20-%20Highscore.mp3,48,,,
788,음오아예 (Um Oh Ah Yeh),마마무 (MAMAMOO),Dance,214,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/MAMAMOO%20-%20Pink%20Funky%20(EP)%20[www.k2nblog.com]/02.%20%EC%9D%8C%EC%98%A4%EC%95%84%EC%98%88%20(Um%20Oh%20Ah%20Yeh).mp3,48,,,
1939,Feels Like Yesterday,Jakubi,,212,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/Jakubi%20-%20Feels%20Like%20Yesterday%20[mp3clan].mp3,48,,,
1746,Salt Water Sound,Zero 7,Quango Records,330,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/13-Salt%20Water%20Sound.mp3,47,,,
1742,Distractions,Zero 7,Quango Records,316,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/07-Distractions.mp3,47,,,
1827,(H)ours,Shook,,222,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Shook%20-%20Spectrum%20(2014)/07%20-%20(H)ours.mp3,47,,,
792,AHH OOP! (아훕!),마마무 (MAMAMOO),Dance,201,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/MAMAMOO%20-%20Pink%20Funky%20(EP)%20[www.k2nblog.com]/06.%20AHH%20OOP!%20(%EC%95%84%ED%9B%95!).mp3,47,,,
790,갑과 을 (No no no),마마무 (MAMAMOO),Dance,196,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/MAMAMOO%20-%20Pink%20Funky%20(EP)%20[www.k2nblog.com]/04.%20%EA%B0%91%EA%B3%BC%20%EC%9D%84%20(No%20no%20no).mp3,47,,,
787,Freakin Shoes,마마무 (MAMAMOO),Dance,179,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/MAMAMOO%20-%20Pink%20Funky%20(EP)%20[www.k2nblog.com]/01.%20Freakin%20Shoes.mp3,47,,,
2702,Before I Go (Feat. Leo Napier),GRiZ,Breakbeat / Funk / Dubstep / Glitch,427,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/GRiZ%20-%20Good%20Will%20Prevail%20-%202016%20(320%20kbps)/12.%20Before%20I%20Go%20(Feat.%20Leo%20Napier).mp3,46,,,
950,DTW to DIA (the travels of Mr. B),GRiZ,Electronic,331,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/GRiZ%20-%20DTW%20to%20DIA%20(the%20travels%20of%20Mr.%20B)%20[mp3clan.com].mp3,46,,,
989,DTW to DIA (the travels of Mr. B),GRiZ,Electronic,331,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Rebel%20Era/04%20DTW%20to%20DIA%20(the%20travels%20of%20Mr_%20B).mp3,46,,,
1448,고향이,마마무 (MAMAMOO),R&B / Soul,201,file://localhost/C:/Users/theplaineric/Desktop/GsD%20Videos/Mamamoo/Music%20Downloads/MAMAMOO%20-%20Melting%20[www.k2nblog.com]/05.%20%EA%B3%A0%ED%96%A5%EC%9D%B4.mp3,46,,,
163,Red Dust,Zero 7,Quango Records,340,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Simple%20Things/06-Red%20Dust.mp3,45,,,
2012,Cut the Kid,Madeon,Dance,197,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Adventure%20(Deluxe)/16%20Cut%20the%20Kid.mp3,45,,,
2172,Turn Up,Virtual Riot,Glitch Hop,278,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Virtual%20Riot/02%20Turn%20Up%20(Original%20Mix).mp3,44,,,
800,Mr.애매모호,마마무 (Mamamoo),R&B,221,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Mamamoo%20-%20Hello%20[www.k2nblog.com]/02%20Mr.%EC%95%A0%EB%A7%A4%EB%AA%A8%ED%98%B8.mp3,44,,,
1454,Just,마마무 (MAMAMOO),R&B / Soul,221,file://localhost/C:/Users/theplaineric/Desktop/GsD%20Videos/Mamamoo/Music%20Downloads/MAMAMOO%20-%20Melting%20[www.k2nblog.com]/11.%20Just.mp3,44,,,
1736,Frog,Carbon Based Lifeforms,,456,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Assorted%20Electronic/Carbon%20Based%20Lifeforms%20-%20Frog%20[mp3clan.com].mp3,43,,,
987,Hard Times,GRiZ,Electronic,326,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/Rebel%20Era/02%20Hard%20Times.mp3,43,,,
1033,Fifth To Love. - TheBusiness.,TheBusiness.,Hip-Hop/Funk/Electronic,313,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Fifth%20To%20Love.%20-%20TheBusiness..mp3,43,,,
971,Grime Piece,Wax Future,Electro Soul,303,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Wax%20Future%20-%20Grime%20Piece.mp3.mp3%20[mp3clan].mp3,43,,,
1973,Instant Need [mp3clan],Fkj,,270,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/Fkj%20-%20Instant%20Need%20[mp3clan].mp3,43,,,
1938,Learn to Fly (feat. Jordan Rakei),FKJ,House,268,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/Fkj%20-%20Learn%20To%20Fly%20(feat.%20Jordan%20Rakei)%20[mp3clan].mp3,43,,,
1005,Drive Harder,PrototypeRaptor,,234,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/GRiZ/PrototypeRaptor%20-%20Aire%20Blvd%20(2016)/09%20-%20Drive%20Harder.mp3,43,,,
1450,I Miss You,마마무 (MAMAMOO),R&B / Soul,255,file://localhost/C:/Users/theplaineric/Desktop/GsD%20Videos/Mamamoo/Music%20Downloads/MAMAMOO%20-%20Melting%20[www.k2nblog.com]/07.%20I%20Miss%20You.mp3,42,,,
379,Play 'Em Off,PrototypeRaptor,,254,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/PrototypeRaptor%20-%203-1%20(2013)/10%20-%20Play%20'Em%20Off.mp3,42,,,
1935,Fire,Zimmer,Электронная музыка,242,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Indie/Zimmer_-Fire_.mp3,42,,,
1445,우리끼리 (Words Don`t Come Easy),마마무 (MAMAMOO),R&B / Soul,236,file://localhost/C:/Users/theplaineric/Desktop/GsD%20Videos/Mamamoo/Music%20Downloads/MAMAMOO%20-%20Melting%20[www.k2nblog.com]/02.%20%EC%9A%B0%EB%A6%AC%EB%81%BC%EB%A6%AC%20(Words%20Don%60t%20Come%20Easy).mp3,42,,,
1819,Infinite,Shook,,221,file://localhost/C:/Users/theplaineric/Desktop/My%20Music%20Files/Shook--Continuum/01-shook--infinite.mp3,42,,,
